Image Name,Total Cost,Timestamp
image_test.jpg,2072.62,2024-05-21 20:45:57
test_image_3.jpg,1800.99,2024-05-21 20:46:14
test_image_3.jpg,1800.99,2024-05-21 20:46:26
test_image_3.jpg,1800.99,2024-05-21 20:46:35
test_image_3.jpg,1800.99,2024-05-21 20:46:46
